text_sha256,cluster_size,canonical_id,candidate_id,is_canonical,title,year,publisher,source_url,metadata_source
194bd5ef0c4fab356f1d5287f4ae8026d01fd34522c2700c87fce67a21b09465,2,MEDIA-013,DISC-MEDIA-0610,false,Ramaphosa Questioned About Marikana Inaction,2014,Engineering News,https://www.engineeringnews.co.za/article/ramaphosa-questioned-about-marikana-inaction-2014-08-12,expanded_media_candidates_discovery_direct.csv
1a5de03b25f2ba8b720e595bc1057a5d5d610653c3125f4a1f3d93c22768f2cc,3,expanded_media_candidates_02__EXP-MEDIA-041,expanded_media_candidates_02__EXP-MEDIA-041,true,"Lonmin to lose 3 100 oz/d, Implats 2 800 oz/d in production owing to AMCU strike",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,expanded_media_candidates_02.csv
1a5de03b25f2ba8b720e595bc1057a5d5d610653c3125f4a1f3d93c22768f2cc,3,expanded_media_candidates_02__EXP-MEDIA-041,expanded_media_candidates_batch1__EXP-MEDIA-031,false,"Lonmin to lose 3 100 oz/d, Implats 2 800 oz/d in production owing to AMCU strike",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,expanded_media_candidates_batch1.csv
1a5de03b25f2ba8b720e595bc1057a5d5d610653c3125f4a1f3d93c22768f2cc,3,expanded_media_candidates_02__EXP-MEDIA-041,DISC-MEDIA-0515,false,Lonmin To Lose 3 100 Ozd Implats 2 800 Ozd In Production Owing To Amcu Strike,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,expanded_media_candidates_discovery_direct.csv
1a951750ceb240b663ed8eea08ffb98c3de693f4370248569d6c287d8d6be25c,2,expanded_official_candidates__EXP-OFFICIAL-002,expanded_official_candidates__EXP-OFFICIAL-002,true,Mabelane Fundi Heads of Argument,2014,Mabelane Fundi / Marikana Commission,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-MabelaneFundi.pdf,expanded_official_candidates.csv
1a951750ceb240b663ed8eea08ffb98c3de693f4370248569d6c287d8d6be25c,2,expanded_official_candidates__EXP-OFFICIAL-002,expanded_official_candidates_batch1__EXP-OFFICIAL-002,false,Mabelane Fundi Heads of Argument,2014,Marikana Commission / representatives of Mabelane and Fundi,https://justice.gov.za/comm-mrk/docs/201411-HoA-MabelaneFundi.pdf,expanded_official_candidates_batch1.csv
1b956cb1027d78cc31571716f1edd38df16958a1ff0af5e5f7417e72a139054d,2,EXP-MEDIA-053,expanded_media_candidates__EXP-MEDIA-026,false,What's mine is mine: How the Bapo Ba Mogale got robbed of R800 million,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,expanded_media_candidates.csv
1b956cb1027d78cc31571716f1edd38df16958a1ff0af5e5f7417e72a139054d,2,EXP-MEDIA-053,EXP-MEDIA-053,true,What's mine is mine: How the Bapo Ba Mogale got robbed of R800 million,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,expanded_media_candidates_batch2.csv
1c026b7f9fb959ae891ed2abf9d82f4f67f748c6d26f9072eb72a05dce6419bf,2,expanded_media_candidates_02__EXP-MEDIA-050,expanded_media_candidates_02__EXP-MEDIA-050,true,Marikana Commission: Sangoma's death and Phiyega's understanding of truth,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-26-marikana-commission-sangomas-death-and-phiyegas-understanding-of-truth/,expanded_media_candidates_02.csv
1c026b7f9fb959ae891ed2abf9d82f4f67f748c6d26f9072eb72a05dce6419bf,2,expanded_media_candidates_02__EXP-MEDIA-050,expanded_media_candidates_batch1__EXP-MEDIA-014,false,Marikana Commission: Sangoma's death and Phiyega's understanding of truth,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-26-marikana-commission-sangomas-death-and-phiyegas-understanding-of-truth/,expanded_media_candidates_batch1.csv
1d6c963955a0e40aa2a0cc8befbe7084770bc48844dfd90531626e3bff03b596,2,EXP-MEDIA-056,expanded_media_candidates__EXP-MEDIA-030,false,Will there ever be accountability for the Marikana Massacre?,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,expanded_media_candidates.csv
1d6c963955a0e40aa2a0cc8befbe7084770bc48844dfd90531626e3bff03b596,2,EXP-MEDIA-056,EXP-MEDIA-056,true,Will there ever be accountability for the Marikana Massacre?,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,expanded_media_candidates_batch2.csv
21f08622c1d677fade9452eaef495c867ab194d1448009134a3e719b398d1cc3,2,expanded_media_candidates_02__EXP-MEDIA-040,expanded_media_candidates_02__EXP-MEDIA-040,true,"AMCU, Lonmin talks reach deadlock, formal arbitration to start",2013,Mining Weekly,https://www.miningweekly.com/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,expanded_media_candidates_02.csv
21f08622c1d677fade9452eaef495c867ab194d1448009134a3e719b398d1cc3,2,expanded_media_candidates_02__EXP-MEDIA-040,DISC-MEDIA-0367,false,Amcu Lonmin Talks Reach Deadlock Formal Arbitration To Start,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,expanded_media_candidates_discovery_direct.csv
2265effd1f8b2000b74785a86b89dded7b686f9810b1368f132e0eecde0d1462,2,expanded_media_candidates_batch1__EXP-MEDIA-033,expanded_media_candidates_batch1__EXP-MEDIA-033,true,Lonmin aims for May 14 restart in challenge to platinum strike,2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-aims-for-may-14-restart-in-challenge-to-platinum-strike-2014-05-09,expanded_media_candidates_batch1.csv
2265effd1f8b2000b74785a86b89dded7b686f9810b1368f132e0eecde0d1462,2,expanded_media_candidates_batch1__EXP-MEDIA-033,DISC-MEDIA-0418,false,Lonmin Aims For May 14 Restart In Challenge To Platinum Strike,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-aims-for-may-14-restart-in-challenge-to-platinum-strike-2014-05-09,expanded_media_candidates_discovery_direct.csv
229a6561301004068ed6d383c27ac80480c9dfce4e54a97e540cdc51d0458be9,2,EXP-MEDIA-058,expanded_media_candidates__EXP-MEDIA-032,false,"Marikana Massacre – IPID investigates massacred miners' deaths, and SAPS' lies, without the promised funding",2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,expanded_media_candidates.csv
229a6561301004068ed6d383c27ac80480c9dfce4e54a97e540cdc51d0458be9,2,EXP-MEDIA-058,EXP-MEDIA-058,true,"Marikana Massacre – IPID investigates massacred miners' deaths, and SAPS' lies, without the promised funding",2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,expanded_media_candidates_batch2.csv
231313a3ba196fc717b84fdb5ade922be5b8d9abee5f3873c038d617c522a014,2,MEDIA-049,MEDIA-049,true,"Sibanye, Lonmin merger enters final stretch as AMCU appeal is dismissed",2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-lonmin-merger-enters-final-stretch-as-amcu-appeal-is-dismissed-2019-05-17,retrieval_manifest
231313a3ba196fc717b84fdb5ade922be5b8d9abee5f3873c038d617c522a014,2,MEDIA-049,DISC-MEDIA-0644,false,Sibanye Lonmin Merger Enters Final Stretch As Amcu Appeal Is Dismissed,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-lonmin-merger-enters-final-stretch-as-amcu-appeal-is-dismissed-2019-05-17,expanded_media_candidates_discovery_direct.csv
23d15f99a1759973e003e10e03d154b7d91bb5679526fac3511970f798f7eda0,2,expanded_media_candidates_batch1__EXP-MEDIA-030,expanded_media_candidates_batch1__EXP-MEDIA-030,true,"AMCU to serve strike notice on Lonmin, Implats",2014,Mining Weekly,https://www.miningweekly.com/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,expanded_media_candidates_batch1.csv
23d15f99a1759973e003e10e03d154b7d91bb5679526fac3511970f798f7eda0,2,expanded_media_candidates_batch1__EXP-MEDIA-030,DISC-MEDIA-0373,false,Amcu To Serve Strike Notice On Lonmin Implats,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,expanded_media_candidates_discovery_direct.csv
2881c9c4a98a3e53d0dc7f3e6c4344888db7deb26c2e287d19e4ab1c74d12959,2,expanded_official_candidates__EXP-OFFICIAL-001,expanded_official_candidates__EXP-OFFICIAL-001,true,David Bruce Submissions to the Marikana Commission,2014,David Bruce / Marikana Commission,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-DaveBruce.pdf,expanded_official_candidates.csv
2881c9c4a98a3e53d0dc7f3e6c4344888db7deb26c2e287d19e4ab1c74d12959,2,expanded_official_candidates__EXP-OFFICIAL-001,expanded_official_candidates_batch1__EXP-OFFICIAL-001,false,Submission by Robert David Bruce,2014,Marikana Commission / Robert David Bruce,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-DaveBruce.pdf,expanded_official_candidates_batch1.csv
2ae5087caf26742d63f762d5a98eca770d88255e640e9b20528f817a31faace3,2,MEDIA-022,MEDIA-022,true,"Lonmin Q1 2014 mining production down 10%, will revise full-year guidance as result of strikes",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-q1-2014-mining-production-down-10-will-revise-full-year-guidance-as-result-of-strikes-2014-01-30,retrieval_manifest
2ae5087caf26742d63f762d5a98eca770d88255e640e9b20528f817a31faace3,2,MEDIA-022,DISC-MEDIA-0480,false,Lonmin Q1 2014 Mining Production Down 10 Will Revise Full Year Guidance As Result Of Strikes,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-q1-2014-mining-production-down-10-will-revise-full-year-guidance-as-result-of-strikes-2014-01-30,expanded_media_candidates_discovery_direct.csv
2f442cc8fe470bd90680b9594f1f96dd3b9f1fd14c2bd57b5d843e576ddbd54d,2,MEDIA-045,MEDIA-045,true,Reserve Bank approves Sibanye's buyout of Lonmin,2018,Mining Weekly,https://www.miningweekly.com/article/reserve-bank-approves-sibanyes-buyout-of-lonmin-2018-05-15,retrieval_manifest
2f442cc8fe470bd90680b9594f1f96dd3b9f1fd14c2bd57b5d843e576ddbd54d,2,MEDIA-045,DISC-MEDIA-0614,false,Reserve Bank Approves Sibanyes Buyout Of Lonmin,2018,Engineering News,https://www.engineeringnews.co.za/article/reserve-bank-approves-sibanyes-buyout-of-lonmin-2018-05-15,expanded_media_candidates_discovery_direct.csv
3233217edb1b12bfcf6bfce122c706190f38a66b8dea0db8cdc3b81a7c01302b,2,MEDIA-024,MEDIA-024,true,"Lonmin, AMCU celebrate finalisation of landmark BEE equity deal",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-amcu-celebrate-finalisation-of-landmark-bee-equity-deal-2014-12-12,retrieval_manifest
3233217edb1b12bfcf6bfce122c706190f38a66b8dea0db8cdc3b81a7c01302b,2,MEDIA-024,DISC-MEDIA-0419,false,Lonmin Amcu Celebrate Finalisation Of Landmark Bee Equity Deal,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-amcu-celebrate-finalisation-of-landmark-bee-equity-deal-2014-12-12,expanded_media_candidates_discovery_direct.csv
372d89213c079051a4bac59399ddaf01baedebdbccd07650d6011a60108bbdb9,3,CORP-004,CORP-004,true,Lonmin Plc Annual Report and Accounts 2016,2016,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2015.pdf,source_overrides
372d89213c079051a4bac59399ddaf01baedebdbccd07650d6011a60108bbdb9,3,CORP-004,expanded_corporate_candidates__EXP-CORP-003,false,Lonmin Plc Annual Report and Accounts 2015,2015,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2015.pdf,expanded_corporate_candidates.csv
372d89213c079051a4bac59399ddaf01baedebdbccd07650d6011a60108bbdb9,3,CORP-004,expanded_corporate_candidates_batch1__EXP-CORP-003,false,Lonmin Plc Annual Report and Accounts 2015,2015,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2015.pdf,source_overrides
39e628e6853f91deb9da67efeca2ae1201dcce06bdbc5bf9552f4a4fbde30aa4,2,MEDIA-056,MEDIA-056,true,Amcu's Marikana PGM miners demand pay hikes of up to 40% from Sibanye,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-03-exclusive-amcus-marikana-pgm-miners-demand-pay-hikes-of-up-to-40-from-sibanye/,retrieval_manifest
39e628e6853f91deb9da67efeca2ae1201dcce06bdbc5bf9552f4a4fbde30aa4,2,MEDIA-056,SAT4-MEDIA-002,false,EXCLUSIVE: Amcu’s Marikana PGM miners demand pay hikes of up to 40% from Sibanye,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-03-exclusive-amcus-marikana-pgm-miners-demand-pay-hikes-of-up-to-40-from-sibanye/,expanded_media_candidates_saturation_batch4.csv
44c9ce59960642d0e6a654fc89c58ef6a9466fcc355cccde730b9298b32a8cff,2,expanded_media_candidates__EXP-MEDIA-011,expanded_media_candidates__EXP-MEDIA-011,true,Marikana Commission: Sowing the killing fields,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-09-marikana-commission-sowing-the-killing-fields/,expanded_media_candidates.csv
44c9ce59960642d0e6a654fc89c58ef6a9466fcc355cccde730b9298b32a8cff,2,expanded_media_candidates__EXP-MEDIA-011,expanded_media_candidates_batch1__EXP-MEDIA-008,false,Marikana Commission: Sowing the killing fields,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-09-marikana-commission-sowing-the-killing-fields/,expanded_media_candidates_batch1.csv
511cce9d227f9aec592d7e8ffaeff62b2b93ec0a53e32fe63e6608f63cfed199,2,expanded_media_candidates__EXP-MEDIA-010,expanded_media_candidates__EXP-MEDIA-010,true,Marikana report to Zuma by Tuesday,2015,Mining Weekly,https://www.miningweekly.com/article/marikana-report-to-zuma-by-tuesday-2015-03-30,expanded_media_candidates.csv
511cce9d227f9aec592d7e8ffaeff62b2b93ec0a53e32fe63e6608f63cfed199,2,expanded_media_candidates__EXP-MEDIA-010,DISC-MEDIA-0573,false,Marikana Report To Zuma By Tuesday,2015,Engineering News,https://www.engineeringnews.co.za/article/marikana-report-to-zuma-by-tuesday-2015-03-30,expanded_media_candidates_discovery_direct.csv
511f6e6b379ee9ed86e985127e944ff8887c52c0f229f439e340f192079ba365,2,WEB-MEDIA-002,SAT-MEDIA-004,false,Marikana and the many faces of justice,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-08-22-marikana-and-the-many-faces-of-justice/,expanded_media_candidates_saturation_2019_2023.csv
511f6e6b379ee9ed86e985127e944ff8887c52c0f229f439e340f192079ba365,2,WEB-MEDIA-002,WEB-MEDIA-002,true,Marikana and the many faces of justice,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-08-22-marikana-and-the-many-faces-of-justice/,expanded_media_candidates_web_2019_2023.csv
51cbe56ff22f5e3b0b3e2aef29ed5a498d690ef3022e26b10af2a216582c372f,2,expanded_media_candidates__EXP-MEDIA-005,expanded_media_candidates__EXP-MEDIA-005,true,NUM member gunned down at Lonmin hostel,2013,Mining Weekly,https://www.miningweekly.com/article/num-member-gunned-down-at-lonmin-hostel-2013-06-03,expanded_media_candidates.csv
51cbe56ff22f5e3b0b3e2aef29ed5a498d690ef3022e26b10af2a216582c372f,2,expanded_media_candidates__EXP-MEDIA-005,DISC-MEDIA-0592,false,Num Member Gunned Down At Lonmin Hostel,2013,Engineering News,https://www.engineeringnews.co.za/article/num-member-gunned-down-at-lonmin-hostel-2013-06-03,expanded_media_candidates_discovery_direct.csv
5514197e59e61e2a6b404294af115e5bd01688436ff578b7bf8f125ca30925e9,2,expanded_media_candidates__EXP-MEDIA-007,expanded_media_candidates__EXP-MEDIA-007,true,Union puts chamber on spot over alleged Lonmin breach,2013,Mining Weekly,https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,expanded_media_candidates.csv
5514197e59e61e2a6b404294af115e5bd01688436ff578b7bf8f125ca30925e9,2,expanded_media_candidates__EXP-MEDIA-007,expanded_media_candidates_batch1__EXP-MEDIA-029,false,Union puts chamber on spot over alleged Lonmin breach,2013,Mining Weekly,https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,expanded_media_candidates_batch1.csv
5535ed589c1e18fb3a1f72909ede296e2057742197ea61f9c88a8e8b05ad8ea8,2,WEB-MEDIA-005,SAT-MEDIA-017,false,Human rights orgs are seeking accountability for failed Marikana housing,2022,Mining Weekly,https://www.miningweekly.com/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,expanded_media_candidates_saturation_2019_2023.csv
5535ed589c1e18fb3a1f72909ede296e2057742197ea61f9c88a8e8b05ad8ea8,2,WEB-MEDIA-005,WEB-MEDIA-005,true,Human rights orgs are seeking accountability for failed Marikana housing,2022,Mining Weekly,https://www.miningweekly.com/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,expanded_media_candidates_web_2019_2023.csv
55fc1bb71cc17bb99387d11ae4fd57cb7b12b2ab7d4ab2aab950da5a8f70411b,2,MEDIA-051,MEDIA-051,true,Sibanye plans to cut 5 270 jobs as it restructures Marikana operations,2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-plans-to-cut-5-270-jobs-as-it-restructures-marikana-operations-2019-09-25,retrieval_manifest
55fc1bb71cc17bb99387d11ae4fd57cb7b12b2ab7d4ab2aab950da5a8f70411b,2,MEDIA-051,EXP-MEDIA-060,false,Sibanye plans to cut 5 270 jobs as it restructures Marikana operations,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-plans-to-cut-5-270-jobs-as-it-restructures-marikana-operations-2019-09-25,expanded_media_candidates_batch3.csv
5c8db58e76dbda2f1d5ea83bcbf2fe9044c39143251809f748868ca4967e71dd,2,expanded_media_candidates__EXP-MEDIA-009,expanded_media_candidates__EXP-MEDIA-009,true,An end to platinum miner's single-sex hostels beckons,2014,Mining Weekly,https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,expanded_media_candidates.csv
5c8db58e76dbda2f1d5ea83bcbf2fe9044c39143251809f748868ca4967e71dd,2,expanded_media_candidates__EXP-MEDIA-009,expanded_media_candidates_batch1__EXP-MEDIA-036,false,An end to platinum miner's single-sex hostels beckons,2014,Mining Weekly,https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,expanded_media_candidates_batch1.csv
5e52197946b9863dbcd8ef595692499096a4eb828914ea7c5cda853e92e93366,3,expanded_media_candidates__EXP-MEDIA-001,expanded_media_candidates__EXP-MEDIA-001,true,It's business unusual at 'improving' Lonmin – Munroe,2013,Mining Weekly,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,source_overrides
5e52197946b9863dbcd8ef595692499096a4eb828914ea7c5cda853e92e93366,3,expanded_media_candidates__EXP-MEDIA-001,expanded_media_candidates_batch1__EXP-MEDIA-025,false,It's business unusual at 'improving' Lonmin – Munroe,2013,Mining Weekly,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,source_overrides
5e52197946b9863dbcd8ef595692499096a4eb828914ea7c5cda853e92e93366,3,expanded_media_candidates__EXP-MEDIA-001,DISC-MEDIA-0413,false,Its Business Unusual At Improving Lonmin Munroe,2013,Engineering News,https://www.engineeringnews.co.za/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,expanded_media_candidates_discovery_direct.csv
61f50753486dabdbcc023537304b381b492b0bec72b8a22bf746d16b3c61c268,3,expanded_media_candidates__EXP-MEDIA-002,expanded_media_candidates__EXP-MEDIA-002,true,Lonmin accelerates union recognition process to ease Marikana tensions,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,expanded_media_candidates.csv
61f50753486dabdbcc023537304b381b492b0bec72b8a22bf746d16b3c61c268,3,expanded_media_candidates__EXP-MEDIA-002,expanded_media_candidates_batch1__EXP-MEDIA-027,false,Lonmin accelerates union recognition process to ease Marikana tensions,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,expanded_media_candidates_batch1.csv
61f50753486dabdbcc023537304b381b492b0bec72b8a22bf746d16b3c61c268,3,expanded_media_candidates__EXP-MEDIA-002,DISC-MEDIA-0416,false,Lonmin Accelerates Union Recognition Process To Ease Marikana Tensions,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,expanded_media_candidates_discovery_direct.csv
